ID lección,Bloque,#,Tipo / Punti,Texto ES,Texto EN,Texto 2 ES,Texto 2 EN,Opción 1 ES,Opción 1 EN,Opción 2 ES,Opción 2 EN,Opción 3 ES,Opción 3 EN,Opción 4 ES,Opción 4 EN,Opción 5 ES,Opción 5 EN,Opción 6 ES,Opción 6 EN,Correcta,Pista ES,Pista EN,Tiempo (s),Estado,Notas
sesgos,EJERCICIO,4,ordenar-pasos,Ordena cómo reducir el sesgo al usar una IA:,Put in order how to reduce bias when using AI:,,,Pide diversidad de forma explícita,Ask for diversity explicitly,Revisa el resultado con ojo crítico,Review the result with a critical eye,Pide otra versión si ves un estereotipo,Ask for another version if you see a stereotype,Usa la versión corregida,Use the corrected version,,,,,,"Primero pides, luego revisas, corriges y al final usas.","First you ask, then you review and fix, and finally you use it.",,Borrador,
sesgos,EJERCICIO,5,escribir-prompt,"Escribe un prompt para generar la imagen de un equipo de trabajo que muestre diversidad de edades, géneros y orígenes.","Write a prompt to generate an image of a work team showing a mix of ages, genders and backgrounds.",,,,,,,,,,,,,,,,"Dilo de forma explícita: si no lo pides, la IA elige lo más común.","Say it explicitly: if you don't ask, the AI picks the most common option.",,Borrador,
sesgos,TAREA,,,"Pídele a una IA imágenes de tres profesiones (por ejemplo: enfermería, piloto y chef). Anota qué estereotipos aparecen y prueba corregirlos con tu prompt.","Ask an AI for images of three jobs (for example: nurse, pilot and chef). Note which stereotypes show up and try to fix them with your prompt.",,,,,,,,,,,,,,,,,,,Borrador,
privacidad,LECCION,,,Privacidad,Privacy,Qué no compartir con una IA.,What not to share with an AI.,,,,,,,,,,,,,,,,180,Borrador,"Mundo Brújula. Escrita por Claude, datos a septiembre de 2026."
privacidad,PLAN,,,Saber qué no compartir con una IA.,,"No pegar contraseñas, documentos de identidad, datos de salud ni datos de clientes · Revisar si la herramienta usa tus conversaciones para entrenar y cómo desactivarlo · Anonimizar antes de pegar",,,,,,,,,,,,,,,,,,,Verdadero/falso: ¿esto se puede compartir?
privacidad,PANTALLA,1,boot,"Chatear con una IA se siente privado, como hablar con un amigo. Pero lo que escribes viaja a los servidores de una empresa y puede guardarse. Hoy vemos qué cuidar.","Chatting with an AI feels private, like talking to a friend. But what you type travels to a company's servers and may be stored. Today we look at what to protect.",,,,,,,,,,,,,,,,,,,Borrador,
privacidad,PANTALLA,2,error,Esto nunca lo pegues en un chat de IA:,Never paste these into an AI chat:,,,,,,,,,,,,,,,,,,,Borrador,
privacidad,GRAFICO_TABLA,2,,,,,,No compartas,Don't share,Por qué,Why,,,,,,,,,,,,,Borrador,
privacidad,FILA,2,,,,,,Contraseñas y códigos de verificación,Passwords and verification codes,Dan acceso a tus cuentas,They unlock your accounts,,,,,,,,,,,,,Borrador,
privacidad,FILA,2,,,,,,Número de documento y datos bancarios,ID and bank details,Sirven para suplantarte,They can be used to impersonate you,,,,,,,,,,,,,Borrador,
privacidad,FILA,2,,,,,,Datos de salud tuyos o de otros,"Health data, yours or others'",Son de lo más sensible,They're among the most sensitive,,,,,,,,,,,,,Borrador,
privacidad,FILA,2,,,,,,Datos de clientes o de tu empresa,Customer or company data,Puedes violar contratos y leyes,You may break contracts and laws,,,,,,,,,,,,,Borrador,
privacidad,PANTALLA,3,leyendo,Muchas apps pueden usar tus conversaciones para mejorar sus modelos. Busca en la configuración la opción que controla eso y decide si la dejas encendida. Varias apps también ofrecen chats temporales que no quedan en tu historial.,Many apps can use your conversations to improve their models. Look in the settings for the option that controls this and decide whether to leave it on. Several apps also offer temporary chats that don't stay in your history.,,,,,,,,,,,,,,,,,,,Borrador,
privacidad,PANTALLA,4,online,"Si necesitas ayuda con un caso real, anonimízalo: cambia los nombres por 'Cliente A', quita documentos y teléfonos, y redondea cifras si no importan. La IA te ayuda igual y tus datos quedan a salvo.","If you need help with a real case, anonymize it: replace names with 'Client A', remove ID and phone numbers, and round figures if they don't matter. The AI helps just as well and your data stays safe.",,,,,,,,,,,,,,,,,,,Borrador,
privacidad,PANTALLA,5,hype,"Antes de pegar algo, hazte una pregunta: ¿me molestaría que lo leyera un desconocido? Si la respuesta es sí, no lo pegues o anonimízalo primero. ¡A practicar!","Before pasting anything, ask yourself: would I mind a stranger reading this? If yes, don't paste it, or anonymize it first. Let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
privacidad,EJERCICIO,1,opcion-multiple,¿Cuál de estas cosas puedes compartir con una IA sin problema?,Which of these can you safely share with an AI?,,,El código que te llegó por mensaje para entrar a tu banco,The code you got by text to log in to your bank,Una receta de arepas que quieres mejorar,A pancake recipe you want to improve,La historia clínica de tu vecino,Your neighbor's medical records,La lista de clientes de tu empresa con teléfonos,Your company's client list with phone numbers,,,,,2,Busca la que no tiene datos personales ni secretos.,Look for the one with no personal data or secrets.,,Borrador,
privacidad,EJERCICIO,2,verdadero-falso,"Antes de pegar un documento del trabajo, conviene quitar nombres y datos personales.","Before pasting a work document, it's smart to remove names and personal data.",,,,,,,,,,,,,,,verdadero,Es lo que llamamos anonimizar.,That's what we call anonymizing.,,Borrador,
privacidad,EJERCICIO,3,completar-frase,Reemplazar nombres reales por 'Cliente A' antes de pegar un texto se llama,Replacing real names with 'Client A' before pasting a text is called,.,.,anonimizar,anonymizing,formatear,formatting,traducir,translating,,,,,,,1,Quitarle el nombre a algo.,Taking the name out of something.,,Borrador,
privacidad,EJERCICIO,4,ordenar-pasos,Ordena cómo pedir ayuda con un documento del trabajo de forma segura:,Put in order how to get help with a work document safely:,,,Lee el texto completo,Read the whole text,"Quita o reemplaza nombres, documentos y teléfonos","Remove or replace names, ID and phone numbers",Revisa que no quede nada sensible,Check nothing sensitive is left,Pégalo y haz tu pregunta,Paste it and ask your question,,,,,,Pegar es lo último.,Pasting comes last.,,Borrador,
privacidad,EJERCICIO,5,escribir-prompt,"Escribe un prompt pidiendo ayuda para responder la queja de un cliente, sin incluir ningún dato personal.","Write a prompt asking for help answering a customer complaint, without including any personal data.",,,,,,,,,,,,,,,,Usa 'el cliente' en vez de su nombre y cuenta solo el problema.,Use 'the customer' instead of a name and describe only the problem.,,Borrador,
privacidad,TAREA,,,Abre la configuración de la app de IA que más usas y busca la opción que decide si tus chats se usan para entrenar. Decide si la dejas encendida o apagada.,Open the settings of the AI app you use most and find the option that decides whether your chats are used for training. Decide whether to leave it on or off.,,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,LECCION,,,Derechos de autor,Copyright,De quién es el contenido generado.,Who owns generated content.,,,,,,,,,,,,,,,,180,Borrador,"Mundo Brújula. Escrita por Claude, datos a septiembre de 2026."
derechos-de-autor,PLAN,,,Conocer las preguntas clave sobre de quién es lo que genera la IA.,,"Las reglas cambian según el país y siguen evolucionando · En varios países, lo creado solo por IA sin aporte humano no tiene protección de autor · Leer los términos de cada herramienta · Cuidado al imitar a artistas vivos para uso comercial",,,,,,,,,,,,,,,,,,,Contenido sensible a cambios: revisar antes de publicar. No es asesoría legal.
derechos-de-autor,PANTALLA,1,boot,Creaste una imagen increíble con IA. ¿Es tuya? ¿La puedes vender? La respuesta corta es: depende. Hoy te doy la brújula para no perderte. Ojo: esto no es asesoría legal.,You made an amazing image with AI. Is it yours? Can you sell it? The short answer: it depends. Today I'll give you a compass so you don't get lost. Note: this isn't legal advice.,,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,PANTALLA,2,leyendo,"El tema tiene tres preguntas grandes. ¿Con qué obras aprendió la IA? ¿De quién es lo que genera? ¿Puedo imitar el estilo de un artista? Cada país responde distinto, y las reglas siguen cambiando.","The topic has three big questions. Which works did the AI learn from? Who owns what it generates? Can I imitate an artist's style? Every country answers differently, and the rules keep changing.",,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,PANTALLA,3,info,"En Estados Unidos, la Oficina de Derechos de Autor no registra obras hechas solo por IA. En marzo de 2026 la Corte Suprema se negó a revisar el caso Thaler, y la regla sigue: hace falta un autor humano. Si tú aportas creatividad, esa parte sí puede protegerse.","In the United States, the Copyright Office won't register works made solely by AI. In March 2026 the Supreme Court declined to hear the Thaler case, so the rule stands: there has to be a human author. If you add creative input, that part can be protected.",,,,,,,,,,,,,,,,,,,Borrador,Pantalla viva: revisar cada semana con el Radar IA.
derechos-de-autor,PANTALLA,4,error,"Sobre la primera pregunta hay pelea: escritores, artistas y medios han demandado a empresas de IA por entrenar con sus obras sin permiso. Uno de los casos más conocidos es el del New York Times contra OpenAI y Microsoft, de 2023.","The first question is being fought over: writers, artists and news outlets have sued AI companies for training on their work without permission. One of the best-known cases is The New York Times against OpenAI and Microsoft, filed in 2023.",,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,PANTALLA,5,online,Buenas prácticas mientras las reglas se aclaran:,Good practices while the rules get sorted out:,,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,GRAFICO_TABLA,5,,,,,,Haz esto,Do this,Por qué,Why,,,,,,,,,,,,,Borrador,
derechos-de-autor,FILA,5,,,,,,Lee los términos de la herramienta,Read the tool's terms,Dicen qué puedes hacer con lo que generas,They say what you can do with what you create,,,,,,,,,,,,,Borrador,
derechos-de-autor,FILA,5,,,,,,No imites a artistas vivos para vender,Don't imitate living artists to sell work,Respetas su trabajo y te evitas problemas,You respect their work and avoid trouble,,,,,,,,,,,,,Borrador,
derechos-de-autor,FILA,5,,,,,,Aporta tu parte,Add your own touch,"Edita, combina y dale tu toque","Edit, combine and make it yours",,,,,,,,,,,,,Borrador,
derechos-de-autor,FILA,5,,,,,,Cuenta cuándo usaste IA,Say when you used AI,Genera confianza con tu público,It builds trust with your audience,,,,,,,,,,,,,Borrador,
derechos-de-autor,PANTALLA,6,hype,"Si hay dinero de por medio, consulta a un abogado de tu país. Y ahora, ¡a practicar!","If money is involved, talk to a lawyer in your country. And now, let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
derechos-de-autor,EJERCICIO,1,opcion-multiple,"En Estados Unidos, ¿qué pasa con una obra hecha solo por IA, sin aporte humano?","In the United States, what happens to a work made solely by AI, with no human input?",,,La protege automáticamente la ley,The law protects it automatically,No se puede registrar como obra con derechos de autor,It can't be registered for copyright,Es propiedad del gobierno,It belongs to the government,Pertenece a quien la vea primero,It belongs to whoever sees it first,,,,,2,Hace falta un autor humano.,There has to be a human author.,,Borrador,
derechos-de-autor,EJERCICIO,2,verdadero-falso,Las reglas sobre IA y derechos de autor son iguales en todos los países.,The rules on AI and copyright are the same in every country.,,,,,,,,,,,,,,,falso,Recuerda: cada país responde distinto.,Remember: every country answers differently.,,Borrador,
derechos-de-autor,EJERCICIO,3,completar-frase,"Antes de vender algo creado con una herramienta de IA, lee sus","Before selling something made with an AI tool, read its",.,.,términos,terms,comentarios,comments,anuncios,ads,,,,,,,1,Ahí dice qué puedes hacer con lo que generas.,That's where it says what you can do with what you create.,,Borrador,
derechos-de-autor,EJERCICIO,4,ordenar-pasos,Ordena cómo publicar de forma responsable algo hecho con IA:,Put in order how to responsibly publish something made with AI:,,,Revisa los términos de la herramienta,Check the tool's terms,Genera la base con la IA,Generate the base with AI,Edítala y aporta tu parte,Edit it and add your own touch,Publica contando que usaste IA,"Publish, saying you used AI",,,,,,"Antes de crear, conoce las reglas; publicar es lo último.",Know the rules before creating; publishing comes last.,,Borrador,
derechos-de-autor,EJERCICIO,5,escribir-prompt,"Escribe un prompt visual que describa un estilo (técnica, colores, época) en vez de nombrar a un artista vivo.","Write a visual prompt that describes a style (technique, colors, era) instead of naming a living artist.",,,,,,,,,,,,,,,,"Ejemplo: acuarela botánica, tonos pastel, estilo de libro antiguo.","Example: botanical watercolor, pastel tones, vintage book style.",,Borrador,
derechos-de-autor,TAREA,,,Busca los términos de uso de la herramienta de imágenes que más usas y encuentra qué dicen sobre el uso comercial de lo que generas.,Find the terms of use for the image tool you use most and see what they say about commercial use of what you create.,,,,,,,,,,,,,,,,,,,Borrador,
