ID lección	Bloque	#	Tipo / Punti	Texto ES	Texto EN	Texto 2 ES	Texto 2 EN	Opción 1 ES	Opción 1 EN	Opción 2 ES	Opción 2 EN	Opción 3 ES	Opción 3 EN	Opción 4 ES	Opción 4 EN	Opción 5 ES	Opción 5 EN	Opción 6 ES	Opción 6 EN	Correcta	Pista ES	Pista EN	Tiempo (s)	Estado	Notas
historia	FILA	3						1997	1997	Deep Blue, de IBM, le gana al campeón mundial de ajedrez Garri Kaspárov	IBM's Deep Blue beats world chess champion Garry Kasparov													Borrador	
historia	FILA	3						2012	2012	El aprendizaje profundo reconoce imágenes mejor que nunca	Deep learning recognizes images better than ever before													Borrador	
historia	FILA	3						2016	2016	AlphaGo le gana al campeón de Go Lee Sedol	AlphaGo beats Go champion Lee Sedol													Borrador	
historia	FILA	3						2022	2022	ChatGPT llega al público y millones lo usan en pocos meses	ChatGPT reaches the public and millions use it within months													Borrador	
historia	PANTALLA	4	hype	¿Por qué ahora sí despegó? Por tres combustibles juntos: muchísimos datos en internet, computadoras mucho más potentes y mejores formas de aprender de esos datos. Vamos a practicar.	Why did it take off now? Three fuels together: huge amounts of data on the internet, much more powerful computers and better ways to learn from that data. Let's practice.																			Borrador	
historia	EJERCICIO	1	opcion-multiple	¿Qué fue un 'invierno de la IA'?	What was an 'AI winter'?			Una época en que la IA se frenó por falta de datos, potencia y dinero	A period when AI stalled for lack of data, power and money	Un programa que predecía el clima	A program that predicted the weather	El nombre de la primera computadora	The name of the first computer	Una competencia de robots en la nieve	A robot competition in the snow					1	Piensa en un frenazo: se prometió mucho y no alcanzó.	Think of a slowdown: a lot was promised and it fell short.		Borrador	
historia	EJERCICIO	2	verdadero-falso	En 1997, una computadora le ganó al campeón mundial de ajedrez.	In 1997, a computer beat the world chess champion.															verdadero	Revisa la tabla: busca el año 1997.	Check the table: look for the year 1997.		Borrador	
historia	EJERCICIO	3	completar-frase	La IA despegó por tres combustibles: muchos datos, computadoras potentes y mejores formas de	AI took off thanks to three fuels: lots of data, powerful computers and better ways to	de esos datos.	from that data.	aprender	learn	borrar	delete	imprimir	print							1	Es lo que hace cualquier IA con los ejemplos que ve.	It's what any AI does with the examples it sees.		Borrador	
historia	EJERCICIO	4	ordenar-pasos	Ordena estos hitos, del más antiguo al más reciente:	Put these milestones in order, from oldest to newest:			Deep Blue gana al ajedrez	Deep Blue wins at chess	El aprendizaje profundo reconoce imágenes	Deep learning recognizes images	AlphaGo gana al Go	AlphaGo wins at Go	ChatGPT llega al público	ChatGPT reaches the public						1997, 2012, 2016 y 2022.	1997, 2012, 2016 and 2022.		Borrador	
historia	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA una línea de tiempo corta de su propia historia, con 5 momentos y una frase por cada uno.	Write a prompt asking an AI for a short timeline of its own history, with 5 moments and one sentence for each.																Di cuántos momentos quieres y en qué formato (una lista con el año al principio).	Say how many moments you want and in what format (a list with the year first).		Borrador	
historia	TAREA			Pregúntale a alguien mayor de tu familia qué pensaba de la inteligencia artificial hace 20 años y qué piensa hoy. Compara las dos respuestas.	Ask an older family member what they thought about artificial intelligence 20 years ago and what they think today. Compare the two answers.																			Borrador	
tipos-de-ia	LECCION			Tipos de IA	Types of AI	De la que reconoce fotos a la que conversa contigo.	From the kind that recognizes photos to the kind that talks with you.																180	Borrador	Escrita por Claude. Revisar y pasar a Revisado.
tipos-de-ia	PLAN			Distinguir los tipos de IA por lo que hacen y reconocerlos en la vida diaria.		Toda la IA de hoy es 'estrecha': hace muy bien una tarea concreta · Por lo que hacen: reconocer (tu cara al desbloquear el celular), recomendar (Netflix, TikTok), predecir (el tráfico en Waze) y generar (ChatGPT, imágenes) · La IA 'general', que haría de todo como una persona, todavía no existe																			Tabla: tipo de IA / ejemplo cotidiano. Opción múltiple: ¿qué tipo es este ejemplo?
tipos-de-ia	PANTALLA	1	boot	No toda la IA es ChatGPT. Hay IA escondida en muchas cosas que usas todos los días, y cada una hace un trabajo distinto.	Not all AI is ChatGPT. There's AI hidden in many things you use every day, and each one does a different job.																			Borrador	
tipos-de-ia	PANTALLA	2	leyendo	Toda la IA que existe hoy es 'estrecha': hace muy bien una tarea concreta, pero solo esa. La que reconoce tu cara no sabe recomendarte una película.	All the AI that exists today is 'narrow': it does one specific task very well, and only that. The one that recognizes your face can't recommend you a movie.																			Borrador	
tipos-de-ia	PANTALLA	3	loading	Por lo que hacen, se pueden agrupar en cuatro tipos:	By what they do, they fall into four types:																			Borrador	
tipos-de-ia	GRAFICO_TABLA	3						Tipo	Type	Ejemplo de tu día	Example from your day													Borrador	
tipos-de-ia	FILA	3						Reconocer	Recognize	Desbloquear el celular con tu cara	Unlocking your phone with your face													Borrador	
tipos-de-ia	FILA	3						Recomendar	Recommend	Lo que te muestra TikTok, YouTube o Netflix	What TikTok, YouTube or Netflix shows you													Borrador	
tipos-de-ia	FILA	3						Predecir	Predict	El tiempo de llegada en Waze o Google Maps	The arrival time in Waze or Google Maps													Borrador	
tipos-de-ia	FILA	3						Generar	Generate	ChatGPT escribiendo un texto o una IA creando una imagen	ChatGPT writing text or an AI creating an image													Borrador	
tipos-de-ia	PANTALLA	4	info	¿Y la IA que hace de todo como una persona? Se llama IA general, y todavía no existe. Cuando alguien te diga que ya llegó, desconfía con cariño. Vamos a practicar.	And the AI that does everything like a person? It's called general AI, and it doesn't exist yet. When someone tells you it's here, be kindly skeptical. Let's practice.																			Borrador	
tipos-de-ia	EJERCICIO	1	opcion-multiple	Cuando Netflix te sugiere una serie, ¿qué tipo de IA está trabajando?	When Netflix suggests a show, what type of AI is at work?			Reconocer	Recognize	Recomendar	Recommend	Predecir	Predict	Generar	Generate					2	Te está 'sugiriendo' algo según lo que ya viste.	It's 'suggesting' something based on what you've watched.		Borrador	
tipos-de-ia	EJERCICIO	2	verdadero-falso	Ya existe una IA general que puede hacer cualquier tarea como una persona.	A general AI that can do any task like a person already exists.															falso	Toda la IA de hoy es estrecha: muy buena en una sola tarea.	All of today's AI is narrow: very good at one task.		Borrador	
tipos-de-ia	EJERCICIO	3	completar-frase	Una IA que crea textos o imágenes nuevos es una IA	An AI that creates new text or images is a	.	AI.	generativa	generative	general	general	antigua	vintage							1	Viene de 'generar': crear algo que antes no existía.	It comes from 'generate': creating something that didn't exist before.		Borrador	
tipos-de-ia	EJERCICIO	4	ordenar-pasos	Ordena lo que pasa cuando desbloqueas el celular con tu cara:	Put in order what happens when you unlock your phone with your face:			La cámara toma una imagen de tu cara	The camera takes a picture of your face	La IA compara esa imagen con la que guardó de ti	The AI compares it with the one it saved of you	Decide si eres tú	It decides whether it's you	El celular se desbloquea	The phone unlocks						Primero ver, luego comparar, luego decidir.	First see, then compare, then decide.		Borrador	
tipos-de-ia	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que te ayude a encontrar 5 lugares donde usas IA sin darte cuenta, según tu rutina diaria.	Write a prompt asking an AI to help you find 5 places where you use AI without noticing, based on your daily routine.																Cuéntale un poco de tu rutina (trabajo, apps que usas) para que la respuesta sea sobre ti.	Tell it a bit about your routine (work, apps you use) so the answer is about you.		Borrador	
tipos-de-ia	TAREA			Durante un día, anota cada vez que una IA trabaja para ti: una recomendación, una ruta, un filtro de fotos, una respuesta automática. Al final del día clasifícalas en los cuatro tipos.	For one day, note every time an AI works for you: a recommendation, a route, a photo filter, an automatic reply. At the end of the day, sort them into the four types.																			Borrador	
mitos-y-verdades	LECCION			Mitos y verdades	Myths and facts	Separando la realidad de la ciencia ficción.	Separating reality from science fiction.																150	Borrador	Escrita por Claude. Revisar y pasar a Revisado.
mitos-y-verdades	PLAN			Separar lo que la IA es de lo que se dice de ella.		No es consciente ni tiene sentimientos: imita patrones · Puede equivocarse con total seguridad · No reemplaza trabajos enteros: cambia tareas dentro de los trabajos · No es magia: son matemáticas sobre muchos datos																			Ideal para verdadero/falso. Punti en estado 'info' desmintiendo mitos.
mitos-y-verdades	PANTALLA	1	boot	Sobre la IA se dicen muchas cosas: que piensa, que siente, que nos va a reemplazar a todos. Hoy separamos lo que es cierto de lo que es ciencia ficción.	People say lots of things about AI: that it thinks, that it feels, that it will replace us all. Today we separate what's true from what's science fiction.																			Borrador	
mitos-y-verdades	PANTALLA	2	info	Mira estos mitos al lado de lo que pasa de verdad:	Look at these myths next to what really happens:																			Borrador	
mitos-y-verdades	GRAFICO_TABLA	2						Mito	Myth	Realidad	Reality													Borrador	
mitos-y-verdades	FILA	2						La IA tiene sentimientos	AI has feelings	Imita cómo hablan las personas, pero no siente nada	It imitates how people talk, but it feels nothing													Borrador	
mitos-y-verdades	FILA	2						La IA siempre tiene la razón	AI is always right	Puede equivocarse con total seguridad	It can be wrong with complete confidence													Borrador	
mitos-y-verdades	FILA	2						La IA va a quitar todos los trabajos	AI will take every job	Cambia tareas dentro de los trabajos; algunos cambian mucho	It changes tasks within jobs; some change a lot													Borrador	
mitos-y-verdades	FILA	2						La IA es magia	AI is magic	Son matemáticas aplicadas a muchísimos datos	It's math applied to huge amounts of data													Borrador	
mitos-y-verdades	PANTALLA	3	error	El mito más peligroso es creer que la IA nunca se equivoca. Puede inventar un dato, una fecha o una cita y decirlo con toda la calma del mundo. Por eso lo importante siempre se verifica.	The most dangerous myth is believing AI never makes mistakes. It can make up a fact, a date or a quote and say it perfectly calmly. That's why anything important always gets checked.																			Borrador	
mitos-y-verdades	PANTALLA	4	hype	La IA es una herramienta poderosa, no un oráculo. Quien sabe usarla y verificarla lleva ventaja. Vamos a practicar.	AI is a powerful tool, not an oracle. Whoever knows how to use it and check it has the edge. Let's practice.																			Borrador	
mitos-y-verdades	EJERCICIO	1	opcion-multiple	¿Cuál de estas frases sobre la IA es verdadera?	Which of these statements about AI is true?			Tiene sentimientos como las personas	It has feelings like people do	Nunca se equivoca	It never makes mistakes	Puede equivocarse con total seguridad	It can be wrong with complete confidence	Funciona por magia	It works by magic					3	Recuerda el mito más peligroso.	Remember the most dangerous myth.		Borrador	
mitos-y-verdades	EJERCICIO	2	verdadero-falso	Si una IA responde con seguridad, la respuesta siempre es correcta.	If an AI answers confidently, the answer is always correct.															falso	La seguridad con la que habla no dice nada sobre si acertó.	How confident it sounds says nothing about whether it's right.		Borrador	
mitos-y-verdades	EJERCICIO	3	completar-frase	La IA no es magia: son matemáticas aplicadas a muchísimos	AI isn't magic: it's math applied to huge amounts of	.	.	datos	data	sentimientos	feelings	hechizos	spells							1	Es lo que la IA necesita para aprender.	It's what AI needs in order to learn.		Borrador	
mitos-y-verdades	EJERCICIO	4	ordenar-pasos	Ordena qué hacer cuando una IA te da un dato importante:	Put in order what to do when an AI gives you an important fact:			Lees la respuesta de la IA	You read the AI's answer	Le pides la fuente de ese dato	You ask it for the source of that fact	Revisas la fuente tú mismo	You check the source yourself	Usas el dato solo si se confirma	You use the fact only if it checks out						Leer, pedir la fuente, revisar y solo entonces usar.	Read, ask for the source, check it, and only then use it.		Borrador	
mitos-y-verdades	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que te diga qué tan segura está de una respuesta y cómo podrías comprobarla.	Write a prompt asking an AI to tell you how sure it is about an answer and how you could check it.																Pídele dos cosas: que admita lo que no sabe y que te dé una forma de verificar.	Ask for two things: that it admits what it doesn't know and that it gives you a way to verify.		Borrador	
mitos-y-verdades	TAREA			Busca una noticia o un video que diga algo exagerado sobre la IA ('la IA ya piensa como humano', 'la IA eliminará todos los empleos') y escribe en una frase por qué es un mito.	Find a news story or video that says something exaggerated about AI ('AI already thinks like a human', 'AI will eliminate every job') and write in one sentence why it's a myth.																			Borrador	
el-mapa-de-los-modelos	LECCION			El mapa: quién es quién	The map: who's who	Empresas, asistentes y modelos: cómo no perderse.	Companies, assistants and models: how not to get lost.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
el-mapa-de-los-modelos	PLAN			Entender la diferencia entre empresa, asistente y modelo, y ubicar a los grandes jugadores.		Empresa (OpenAI) → asistente (ChatGPT) → modelo (la versión que responde por dentro) · Los grandes: OpenAI, Google, Anthropic, xAI, Meta y los chinos · Modelos cerrados (se usan por internet) y abiertos (se pueden descargar) · Por qué cambian de nombre tan seguido																			Tabla empresa / asistente / cómo se usa. Evitar números de versión en pantallas que no sean vivas.
el-mapa-de-los-modelos	PANTALLA	1	boot	Bienvenido a la Arena, astronauta. Aquí conviven las IA más famosas del planeta, y cada una tiene dueño, nombre y apellido. Primero, un mapa para no perderse.	Welcome to the Arena, astronaut. The most famous AIs on the planet live here, and each one has an owner, a first name and a last name. First, a map so you don't get lost.																			Borrador	
el-mapa-de-los-modelos	PANTALLA	2	leyendo	Hay tres niveles. La empresa es quien la construye, como OpenAI. El asistente es la app que usas, como ChatGPT. Y el modelo es el cerebro que responde por dentro, que cambia de versión cada pocos meses.	There are three levels. The company builds it, like OpenAI. The assistant is the app you use, like ChatGPT. And the model is the brain answering inside, which gets a new version every few months.																			Borrador	
el-mapa-de-los-modelos	PANTALLA	3	loading	Así se ven los jugadores principales:	Here are the main players:																			Borrador	
el-mapa-de-los-modelos	GRAFICO_TABLA	3						Empresa	Company	Asistente	Assistant													Borrador	
el-mapa-de-los-modelos	FILA	3						OpenAI (EE. UU.)	OpenAI (US)	ChatGPT	ChatGPT													Borrador	
el-mapa-de-los-modelos	FILA	3						Google (EE. UU.)	Google (US)	Gemini	Gemini													Borrador	
el-mapa-de-los-modelos	FILA	3						Anthropic (EE. UU.)	Anthropic (US)	Claude	Claude													Borrador	
el-mapa-de-los-modelos	FILA	3						xAI (EE. UU.)	xAI (US)	Grok	Grok													Borrador	
el-mapa-de-los-modelos	FILA	3						DeepSeek, Alibaba, Moonshot (China)	DeepSeek, Alibaba, Moonshot (China)	DeepSeek, Qwen, Kimi	DeepSeek, Qwen, Kimi													Borrador	
el-mapa-de-los-modelos	PANTALLA	4	hype	Un detalle más: algunos modelos son cerrados (solo los usas por internet) y otros son abiertos (cualquiera los puede descargar). Con este mapa ya puedes recorrer la Arena. ¡Vamos a practicar!	One more detail: some models are closed (you can only use them online) and others are open (anyone can download them). With this map you're ready to explore the Arena. Let's practice!																			Borrador	
el-mapa-de-los-modelos	EJERCICIO	1	opcion-multiple	En la pareja OpenAI y ChatGPT, ¿qué es ChatGPT?	In the pair OpenAI and ChatGPT, what is ChatGPT?			La empresa	The company	El asistente, la app que usas	The assistant, the app you use	Un país	A country	Un tipo de computador	A type of computer					2	Empresa, asistente y modelo: ChatGPT es lo que abres en tu celular.	Company, assistant and model: ChatGPT is what you open on your phone.		Borrador	
el-mapa-de-los-modelos	EJERCICIO	2	verdadero-falso	Un modelo abierto es uno que cualquiera puede descargar.	An open model is one anyone can download.															verdadero	Cerrado: solo por internet. Abierto: se puede descargar.	Closed: online only. Open: can be downloaded.		Borrador	
el-mapa-de-los-modelos	EJERCICIO	3	completar-frase	El cerebro que responde por dentro de un asistente se llama	The brain that answers inside an assistant is called the	.	.	modelo	model	pantalla	screen	contraseña	password							1	Es el tercer nivel del mapa y cambia de versión seguido.	It's the third level of the map and changes versions often.		Borrador	
el-mapa-de-los-modelos	EJERCICIO	4	ordenar-pasos	Ordena de lo más grande a lo más pequeño:	Order from biggest to smallest:			La empresa (OpenAI)	The company (OpenAI)	El asistente (ChatGPT)	The assistant (ChatGPT)	El modelo (la versión que responde)	The model (the version that answers)								La empresa construye el asistente, y el asistente usa un modelo.	The company builds the assistant, and the assistant uses a model.		Borrador	
el-mapa-de-los-modelos	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que te diga qué empresa la creó y qué modelo está usando ahora mismo.	Write a prompt asking an AI which company made it and which model it's using right now.																Pregunta las dos cosas por separado para que no se le olvide ninguna.	Ask both things separately so it doesn't skip either.		Borrador	
el-mapa-de-los-modelos	TAREA			Abre dos asistentes distintos (por ejemplo ChatGPT y Gemini) y pregúntale a cada uno qué empresa lo creó. Anota si te dicen también qué modelo usan.	Open two different assistants (for example ChatGPT and Gemini) and ask each one which company made it. Note whether they also tell you which model they use.																			Borrador	
openai-chatgpt	LECCION			OpenAI y ChatGPT	OpenAI and ChatGPT	El que puso la IA en boca de todos.	The one that got everyone talking about AI.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
openai-chatgpt	PLAN			Conocer a OpenAI y qué se puede hacer con ChatGPT.		Quién es OpenAI y cómo nació ChatGPT (noviembre de 2022) · Qué hace bien: conversar, escribir, analizar archivos, voz, imágenes · Plan gratis vs. pago en términos generales · Pantalla viva: modelo actual y novedades																			El Especialista confirma datos vigentes antes de escribir.
openai-chatgpt	PANTALLA	1	boot	OpenAI es la empresa de Estados Unidos que el 30 de noviembre de 2022 lanzó ChatGPT. En pocos meses, medio mundo estaba conversando con una IA por primera vez.	OpenAI is the US company that launched ChatGPT on November 30, 2022. Within a few months, half the world was chatting with an AI for the first time.																			Borrador	
openai-chatgpt	PANTALLA	2	leyendo	¿Para qué sirve? Para conversar, escribir y corregir textos, resumir documentos, analizar archivos y fotos, hablar por voz y crear imágenes. Es el todero de la Arena.	What's it for? Chatting, writing and fixing text, summarizing documents, analyzing files and photos, talking by voice and creating images. It's the Arena's all-rounder.																			Borrador	
openai-chatgpt	PANTALLA	3	info	Dato vivo: a septiembre de 2026, ChatGPT elige solo qué modelo usar según tu pregunta, y el más potente de OpenAI es GPT-5.6 Sol, lanzado en julio. En febrero de 2026 ya lo usaban unos 900 millones de personas cada semana.	Live fact: as of September 2026, ChatGPT picks which model to use based on your question, and OpenAI's most powerful one is GPT-5.6 Sol, released in July. In February 2026 about 900 million people were already using it every week.																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
openai-chatgpt	PANTALLA	4	hype	Tiene plan gratis y planes de pago con más capacidad. Si apenas empiezas, el gratis te alcanza para practicar todo lo de Punti. ¡Vamos a practicar!	It has a free plan and paid plans with more capacity. If you're just starting, the free one is enough to practice everything in Punti. Let's practice!																			Borrador	
openai-chatgpt	EJERCICIO	1	opcion-multiple	¿Qué empresa creó ChatGPT?	Which company created ChatGPT?			Google	Google	OpenAI	OpenAI	Anthropic	Anthropic	xAI	xAI					2	Su nombre empieza por Open.	Its name starts with Open.		Borrador	
openai-chatgpt	EJERCICIO	2	verdadero-falso	ChatGPT solo sirve para escribir textos.	ChatGPT is only good for writing text.															falso	Recuerda la lista: voz, archivos, fotos, imágenes…	Remember the list: voice, files, photos, images…		Borrador	
openai-chatgpt	EJERCICIO	3	completar-frase	ChatGPT llegó al público en noviembre de	ChatGPT reached the public in November	.	.	2022	2022	2015	2015	2030	2030							1	Fue hace pocos años, justo antes de que la IA se volviera tema de todos.	It was a few years ago, right before AI became everyone's topic.		Borrador	
openai-chatgpt	EJERCICIO	4	ordenar-pasos	Ordena cómo empezar a usar ChatGPT gratis:	Put in order how to start using ChatGPT for free:			Entras a la web o descargas la app	Go to the website or download the app	Creas tu cuenta	Create your account	Escribes tu primer prompt	Write your first prompt	Lees la respuesta y le pides ajustes	Read the answer and ask for changes						Primero llegar, luego registrarse, luego preguntar.	First get there, then sign up, then ask.		Borrador	
openai-chatgpt	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a ChatGPT que te ayude a planear las comidas de tu semana con un presupuesto limitado.	Write a prompt asking ChatGPT to help you plan your week's meals on a tight budget.																Dale detalles: cuántas personas comen, tu presupuesto y qué no te gusta.	Give it details: how many people eat, your budget and what you don't like.		Borrador	
openai-chatgpt	TAREA			Pídele a ChatGPT la misma cosa de dos formas: una vaga y una con detalles. Compara las respuestas y anota cuál te sirvió más.	Ask ChatGPT for the same thing in two ways: one vague and one detailed. Compare the answers and note which one helped you more.																			Borrador	
google-gemini	LECCION			Google y Gemini	Google and Gemini	La IA metida en las apps que ya usas.	The AI built into the apps you already use.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
google-gemini	PLAN			Conocer a Gemini y su ventaja: estar dentro de Google.		Google DeepMind y el paso de Bard a Gemini · Integración con Gmail, Docs, Android y el buscador · Qué hace bien: búsqueda, textos largos, video e imágenes · Pantalla viva: modelo actual y novedades																			El Especialista confirma datos vigentes antes de escribir.
google-gemini	PANTALLA	1	boot	Gemini es la IA de Google. Antes se llamaba Bard, y el 8 de febrero de 2024 cambió de nombre. Su gran ventaja: vive dentro de apps que tú ya usas.	Gemini is Google's AI. It used to be called Bard, and it was renamed on February 8, 2024. Its big advantage: it lives inside apps you already use.																			Borrador	
google-gemini	PANTALLA	2	leyendo	La encuentras en Gmail, Google Docs, el buscador, Chrome, Google Fotos y en muchos celulares Android. Por ejemplo, puede resumirte un hilo largo de correos sin que salgas de Gmail.	You'll find it in Gmail, Google Docs, Search, Chrome, Google Photos and on many Android phones. For example, it can summarize a long email thread without you leaving Gmail.																			Borrador	
google-gemini	PANTALLA	3	info	Dato vivo: a septiembre de 2026, los modelos más recientes son de la familia Gemini 3, como Gemini 3.1 Pro (febrero) y Gemini 3.6 Flash (julio). Google los actualiza varias veces al año.	Live fact: as of September 2026, the newest models belong to the Gemini 3 family, like Gemini 3.1 Pro (February) and Gemini 3.6 Flash (July). Google updates them several times a year.																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
google-gemini	PANTALLA	4	hype	Si ya vives en Google (correo, documentos, Android), Gemini te queda a un toque. También tiene plan gratis. ¡Vamos a practicar!	If you already live in Google (email, docs, Android), Gemini is one tap away. It also has a free plan. Let's practice!																			Borrador	
google-gemini	EJERCICIO	1	opcion-multiple	¿Cuál es la gran ventaja de Gemini?	What's Gemini's big advantage?			Solo funciona sin internet	It only works offline	Vive dentro de apps de Google que ya usas	It lives inside Google apps you already use	Es un videojuego	It's a video game	Solo habla en inglés	It only speaks English					2	Piensa en Gmail, Docs y tu celular Android.	Think of Gmail, Docs and your Android phone.		Borrador	
