ID lección,Bloque,#,Tipo / Punti,Texto ES,Texto EN,Texto 2 ES,Texto 2 EN,Opción 1 ES,Opción 1 EN,Opción 2 ES,Opción 2 EN,Opción 3 ES,Opción 3 EN,Opción 4 ES,Opción 4 EN,Opción 5 ES,Opción 5 EN,Opción 6 ES,Opción 6 EN,Correcta,Pista ES,Pista EN,Tiempo (s),Estado,Notas
como-entrenan-una-ia,PANTALLA,2,leyendo,"Primera etapa, el preentrenamiento: el modelo lee cantidades enormes de texto, como páginas web, libros y código, y practica millones de veces adivinar la palabra que sigue. Es como aprender un idioma leyendo una biblioteca entera.","Stage one, pre-training: the model reads huge amounts of text, like web pages, books and code, and practices guessing the next word millions of times. It's like learning a language by reading an entire library.",,,,,,,,,,,,,,,,,,,Borrador,
como-entrenan-una-ia,PANTALLA,3,online,"Segunda etapa, el ajuste: personas le muestran ejemplos de buenas respuestas y califican las que da el modelo. Así aprende a seguir instrucciones, a ser útil y a negarse a ayudar con cosas peligrosas. Digamos que aprende modales.","Stage two, fine-tuning: people show it examples of good answers and rate the answers it gives. That's how it learns to follow instructions, be helpful and refuse to help with dangerous things. Let's say it learns manners.",,,,,,,,,,,,,,,,,,,Borrador,
como-entrenan-una-ia,PANTALLA,4,loading,"Todo el recorrido, de principio a fin:","The whole journey, start to finish:",,,,,,,,,,,,,,,,,,,Borrador,
como-entrenan-una-ia,GRAFICO_FLUJO,4,,,,,,Reunir muchísimo texto,Gather a huge amount of text,Preentrenamiento: aprende patrones,Pre-training: it learns patterns,Ajuste con personas: aprende a ayudar,Fine-tuning with people: it learns to help,Pruebas de seguridad,Safety testing,Modelo listo para usar,Model ready to use,,,,,,,Borrador,
como-entrenan-una-ia,PANTALLA,5,info,"Dos consecuencias importantes. Tiene una fecha de corte: no sabe lo que pasó después de su entrenamiento, salvo que busque en internet. Y aprende de textos humanos, con nuestros aciertos, errores y prejuicios.","Two important consequences. It has a cutoff date: it doesn't know what happened after its training, unless it searches the web. And it learns from human writing, with our hits, mistakes and prejudices.",,,,,,,,,,,,,,,,,,,Borrador,
como-entrenan-una-ia,PANTALLA,6,hype,Ya sabes cómo se entrena un modelo mejor que mucha gente que lo usa todos los días. ¡Vamos a practicar!,You now know how a model is trained better than many people who use one every day. Let's practice!,,,,,,,,,,,,,,,,,,,Borrador,
como-entrenan-una-ia,EJERCICIO,1,opcion-multiple,¿Qué es la fecha de corte de un modelo?,What is a model's cutoff date?,,,El día en que dejará de funcionar,The day it will stop working,El límite hasta donde llega lo que aprendió,The point where what it learned ends,La fecha en que vence tu suscripción,The date your subscription expires,El día que lo lanzaron al público,The day it was released to the public,,,,,2,Tiene que ver con lo que pasó después del entrenamiento.,It has to do with what happened after training.,,Borrador,
como-entrenan-una-ia,EJERCICIO,2,verdadero-falso,"En la etapa de ajuste, personas califican las respuestas del modelo para enseñarle a ayudar mejor.","In the fine-tuning stage, people rate the model's answers to teach it to help better.",,,,,,,,,,,,,,,verdadero,Es la etapa en la que aprende modales.,It's the stage where it learns manners.,,Borrador,
como-entrenan-una-ia,EJERCICIO,3,completar-frase,La etapa en la que el modelo lee muchísimo texto y aprende patrones se llama,The stage where the model reads a huge amount of text and learns patterns is called,.,.,preentrenamiento,pre-training,reinicio,rebooting,descarga,downloading,,,,,,,1,"Es la primera etapa, la de la biblioteca entera.","It's the first stage, the whole-library one.",,Borrador,
como-entrenan-una-ia,EJERCICIO,4,ordenar-pasos,Ordena las etapas del entrenamiento:,Put the training stages in order:,,,Reunir muchísimo texto,Gather a huge amount of text,Preentrenamiento: aprende patrones,Pre-training: it learns patterns,Ajuste con personas: aprende a ayudar,Fine-tuning with people: it learns to help,Pruebas de seguridad,Safety testing,,,,,,Sin datos no hay nada que leer; las pruebas van al final.,Without data there's nothing to read; testing comes last.,,Borrador,
como-entrenan-una-ia,EJERCICIO,5,escribir-prompt,Escribe un prompt para preguntarle a una IA cuál es su fecha de corte y si puede buscar información en internet.,Write a prompt asking an AI what its cutoff date is and whether it can search the web.,,,,,,,,,,,,,,,,Haz las dos preguntas por separado para que responda ambas.,Ask the two questions separately so it answers both.,,Borrador,
como-entrenan-una-ia,TAREA,,,Pregúntale a dos IA distintas cuál es su fecha de corte. Luego pregúntales por una noticia de esta semana y fíjate cuál busca en internet y cuál no puede responder.,Ask two different AIs what their cutoff date is. Then ask them about a news story from this week and see which one searches the web and which one can't answer.,,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,LECCION,,,Limitaciones,Limitations,Por qué a veces 'alucina' o se equivoca.,Why it sometimes 'hallucinates' or gets things wrong.,,,,,,,,,,,,,,,,180,Borrador,"Mundo Lexia. Escrita por Claude, datos a septiembre de 2026."
limitaciones-y-alucinaciones,PLAN,,,Reconocer cuándo una IA se equivoca y cómo protegerse.,,"'Alucinar' = inventar datos, citas o fuentes con total seguridad · No sabe lo que pasó después de su fecha de corte (salvo que busque en internet) · Puede fallar en cuentas, conteos y lógica · Defensa: verificar datos importantes, pedir fuentes y contrastarlas",,,,,,,,,,,,,,,,,,,Opción múltiple con un caso de alucinación. Tarea: pedirle a una IA una fuente y verificar si existe.
limitaciones-y-alucinaciones,PANTALLA,1,boot,"Tengo que confesarte algo, astronauta: las IA se equivocan. Y a veces se equivocan con cara de total seguridad. Hoy aprendes a detectarlo y a protegerte.","I have a confession, astronaut: AIs make mistakes. And sometimes they're wrong with a completely straight face. Today you learn to spot it and protect yourself.",,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,PANTALLA,2,leyendo,"Cuando una IA inventa datos, citas, libros o enlaces que no existen, decimos que alucina. Pasa porque predice lo probable, no lo verdadero. Pídele la biografía de alguien poco conocido y puede regalarle premios que nunca ganó.","When an AI makes up facts, quotes, books or links that don't exist, we say it hallucinates. It happens because it predicts what's likely, not what's true. Ask for the biography of someone little known and it may hand them awards they never won.",,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,PANTALLA,3,error,Las alucinaciones no son el único punto débil:,Hallucinations aren't the only weak spot:,,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,GRAFICO_TABLA,3,,,,,,Limitación,Limitation,Ejemplo,Example,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,FILA,3,,,,,,Alucinaciones,Hallucinations,Cita un libro que no existe,Cites a book that doesn't exist,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,FILA,3,,,,,,Fecha de corte,Cutoff date,No sabe el resultado del partido de ayer,Doesn't know last night's game score,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,FILA,3,,,,,,Cuentas largas,Long calculations,Se equivoca sumando una lista larga,Gets a long list of sums wrong,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,FILA,3,,,,,,Sesgos,Bias,Repite estereotipos de sus datos,Repeats stereotypes from its data,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,PANTALLA,4,info,Tu escudo tiene cuatro pasos. Úsalo siempre que el dato importe:,Your shield has four steps. Use it whenever the fact matters:,,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,GRAFICO_FLUJO,4,,,,,,Pide las fuentes,Ask for sources,Abre los enlaces y revisa,Open the links and check,Contrasta con otra fuente,Compare with another source,Decide tú,You decide,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,PANTALLA,5,hype,"Piensa en la IA como un copiloto brillante pero distraído: te ayuda muchísimo, pero el volante lo llevas tú. En salud, dinero o temas legales, la última palabra la tiene un profesional. ¡A practicar!","Think of AI as a brilliant but distracted copilot: it helps a lot, but you're the one at the wheel. For health, money or legal matters, a professional has the final say. Let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
limitaciones-y-alucinaciones,EJERCICIO,1,opcion-multiple,"Una IA te recomienda un libro con título, autor y año, pero no aparece en ninguna parte. ¿Qué pasó?","An AI recommends a book with a title, author and year, but it's nowhere to be found. What happened?",,,El libro es secreto,The book is secret,La IA alucinó y lo inventó,The AI hallucinated and made it up,Tu internet está fallando,Your internet is down,El libro se agotó ayer,The book sold out yesterday,,,,,2,Inventar datos con total seguridad tiene un nombre.,Making things up with total confidence has a name.,,Borrador,
limitaciones-y-alucinaciones,EJERCICIO,2,verdadero-falso,"Si una IA responde con mucha seguridad, la respuesta es correcta.","If an AI answers with great confidence, the answer is correct.",,,,,,,,,,,,,,,falso,Recuerda: se equivoca con cara de total seguridad.,Remember: it can be wrong with a straight face.,,Borrador,
limitaciones-y-alucinaciones,EJERCICIO,3,completar-frase,"Cuando una IA inventa un dato que no existe, decimos que está","When an AI makes up a fact that doesn't exist, we say it's",.,.,alucinando,hallucinating,descansando,resting,actualizándose,updating,,,,,,,1,Es la palabra que usamos durante toda la lección.,It's the word we used throughout the lesson.,,Borrador,
limitaciones-y-alucinaciones,EJERCICIO,4,ordenar-pasos,Ordena los pasos de tu escudo contra las alucinaciones:,Put the steps of your hallucination shield in order:,,,Pide las fuentes,Ask for sources,Abre los enlaces y revisa,Open the links and check,Contrasta con otra fuente,Compare with another source,Decide tú,You decide,,,,,,Sin fuentes no hay nada que revisar; la decisión va al final.,Without sources there's nothing to check; the decision comes last.,,Borrador,
limitaciones-y-alucinaciones,EJERCICIO,5,escribir-prompt,"Escribe un prompt pidiendo información sobre un tema, con fuentes, y que la IA diga 'no lo sé' si no está segura.","Write a prompt asking for information on a topic, with sources, and telling the AI to say 'I don't know' if it isn't sure.",,,,,,,,,,,,,,,,Darle permiso de decir 'no lo sé' reduce las respuestas inventadas.,Giving it permission to say 'I don't know' cuts down on made-up answers.,,Borrador,
limitaciones-y-alucinaciones,TAREA,,,Pídele a una IA tres fuentes sobre un tema que te interese. Abre cada enlace y anota cuántas existen de verdad y dicen lo que la IA prometió.,Ask an AI for three sources on a topic you care about. Open every link and note how many actually exist and say what the AI claimed.,,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,LECCION,,,Los modelos más recientes,The latest models,Contenido vivo: se actualiza cada semana con las novedades del mundo de la IA.,Living content: updated every week with what's new in AI.,,,,,,,,,,,,,,,,180,Borrador,"Mundo Lexia. Escrita por Claude, datos a septiembre de 2026."
modelos-recientes,PLAN,,,Saber qué mirar para comparar los modelos más nuevos.,,"Contenido vivo: se actualiza desde el admin cuando salga algo importante · Qué comparar: calidad, velocidad, precio, si ve imágenes o escucha (multimodal) y cuánto texto recuerda (ventana de contexto) · Dónde mantenerse al día",,,,,,,,,,,,,,,,,,,Revisar y actualizar con frecuencia. Evitar afirmaciones que envejezcan rápido.
modelos-recientes,PANTALLA,1,boot,"Cada pocas semanas sale un modelo 'más poderoso que nunca'. Si persigues cada anuncio, te mareas. Mejor aprende qué mirar, y así entiendes cualquier novedad que llegue.","Every few weeks a model comes out that's 'more powerful than ever'. Chase every announcement and you'll get dizzy. Better to learn what to look at, so you understand any news that comes along.",,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,PANTALLA,2,leyendo,Estos son los cinco criterios para comparar cualquier modelo:,These are the five criteria for comparing any model:,,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,GRAFICO_TABLA,2,,,,,,Qué mirar,What to check,Qué significa,What it means,,,,,,,,,,,,,Borrador,
modelos-recientes,FILA,2,,,,,,Calidad,Quality,Qué tan bien razona y escribe,How well it reasons and writes,,,,,,,,,,,,,Borrador,
modelos-recientes,FILA,2,,,,,,Velocidad,Speed,Cuánto tarda en responder,How long it takes to answer,,,,,,,,,,,,,Borrador,
modelos-recientes,FILA,2,,,,,,Precio,Price,"Si es gratis o de pago, y cuánto uso te da","Free or paid, and how much use you get",,,,,,,,,,,,,Borrador,
modelos-recientes,FILA,2,,,,,,Multimodal,Multimodal,"Si entiende fotos, audio o video","Whether it understands photos, audio or video",,,,,,,,,,,,,Borrador,
modelos-recientes,FILA,2,,,,,,Ventana de contexto,Context window,Cuánto texto tiene en cuenta a la vez,How much text it can keep in mind at once,,,,,,,,,,,,,Borrador,
modelos-recientes,PANTALLA,3,info,"La ventana de contexto es su memoria de trabajo. Si le pegas un documento enorme y la ventana es pequeña, empieza a olvidar el principio. Si la ventana es grande, puede leer un libro entero y responderte sobre él.","The context window is its working memory. Paste a huge document into a small window and it starts forgetting the beginning. With a big window, it can read a whole book and answer questions about it.",,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,PANTALLA,4,online,"Hoy muchas apps te dejan elegir entre un modelo rápido y uno de razonamiento. El de razonamiento se toma su tiempo para pensar antes de responder: tarda más, pero resuelve mejor problemas difíciles. Para lo diario, el rápido basta.","Many apps now let you choose between a fast model and a reasoning model. The reasoning one takes time to think before answering: slower, but better at hard problems. For everyday stuff, the fast one is enough.",,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,PANTALLA,5,hype,"Para enterarte de lo nuevo, visita la lección Novedades de la semana en el planeta Arena. ¿Salió un modelo nuevo? Lee el anuncio oficial, pruébalo con una tarea tuya junto al que ya usas y después decide si te cambias. ¡A practicar!","To keep up, check the This week's news lesson on planet Arena. A new model is out? Read the official announcement, try it on one of your own tasks next to the one you already use, and then decide whether to switch. Let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
modelos-recientes,EJERCICIO,1,opcion-multiple,¿Qué es la ventana de contexto?,What is the context window?,,,El tamaño de la pantalla del chat,The size of the chat screen,Cuánto texto puede tener en cuenta el modelo a la vez,How much text the model can keep in mind at once,El horario en que funciona la IA,The hours the AI is available,La cantidad de idiomas que habla,The number of languages it speaks,,,,,2,Piensa en la memoria de trabajo del modelo.,Think of the model's working memory.,,Borrador,
modelos-recientes,EJERCICIO,2,verdadero-falso,Un modelo multimodal puede entender imágenes o audio además de texto.,A multimodal model can understand images or audio as well as text.,,,,,,,,,,,,,,,verdadero,Multi significa varios: varios tipos de información.,Multi means several: several kinds of information.,,Borrador,
modelos-recientes,EJERCICIO,3,completar-frase,Los modelos que se toman un tiempo para pensar antes de responder se llaman modelos de,Models that take time to think before answering are called,.,models.,razonamiento,reasoning,vacaciones,vacation,publicidad,advertising,,,,,,,1,"Tardan más, pero resuelven mejor los problemas difíciles.","They're slower, but better at hard problems.",,Borrador,
modelos-recientes,EJERCICIO,4,ordenar-pasos,Ordena cómo evaluar un modelo nuevo antes de cambiarte:,Put in order how to evaluate a new model before switching:,,,Lee el anuncio oficial,Read the official announcement,Pruébalo con una tarea tuya junto al que ya usas,Try it on one of your tasks next to the one you use,Decide si te cambias,Decide whether to switch,,,,,,,,"Primero te informas, luego pruebas y al final decides.","First you read up, then you test, and finally you decide.",,Borrador,
modelos-recientes,EJERCICIO,5,escribir-prompt,"Escribe un prompt pidiéndole a una IA que compare dos asistentes con los cinco criterios de esta lección, en una tabla.","Write a prompt asking an AI to compare two assistants using this lesson's five criteria, in a table.",,,,,,,,,,,,,,,,Nombra los criterios uno por uno y pide que diga la fecha de sus datos.,List the criteria one by one and ask it to state how recent its data is.,,Borrador,
modelos-recientes,TAREA,,,"Haz la misma pregunta difícil a dos modelos (por ejemplo, el rápido y el de razonamiento de la misma app). Califica cada respuesta de 1 a 5 en calidad y velocidad.","Ask two models the same hard question (for example, the fast one and the reasoning one in the same app). Score each answer from 1 to 5 for quality and speed.",,,,,,,,,,,,,,,,,,,Borrador,
