ID lección,Bloque,#,Tipo / Punti,Texto ES,Texto EN,Texto 2 ES,Texto 2 EN,Opción 1 ES,Opción 1 EN,Opción 2 ES,Opción 2 EN,Opción 3 ES,Opción 3 EN,Opción 4 ES,Opción 4 EN,Opción 5 ES,Opción 5 EN,Opción 6 ES,Opción 6 EN,Correcta,Pista ES,Pista EN,Tiempo (s),Estado,Notas
tu-primer-prompt-visual,FILA,2,,,,,,Formato,Format,"Vertical, para historias","Vertical, for stories",,,,,,,,,,,,,Borrador,
tu-primer-prompt-visual,PANTALLA,3,online,"Todo junto se lee así: 'Un colibrí tomando néctar de una flor de café, ilustración en acuarela, primer plano, luz suave de la mañana, tonos verdes, formato vertical'. Claro, concreto y sin adornos.","All together it reads: 'A hummingbird sipping nectar from a coffee flower, watercolor illustration, close-up, soft morning light, green tones, vertical format'. Clear, specific and no fluff.",,,,,,,,,,,,,,,,,,,Borrador,
tu-primer-prompt-visual,PANTALLA,4,info,"Para mejorar una imagen, cambia una sola cosa a la vez: primero la luz, después el encuadre. Si cambias todo junto, no sabes qué funcionó. Y en vez de copiar a un artista vivo, describe el estilo: acuarela, anime, pixel art, foto realista.","To improve an image, change one thing at a time: first the light, then the framing. Change everything at once and you won't know what worked. And instead of copying a living artist, describe the style: watercolor, anime, pixel art, realistic photo.",,,,,,,,,,,,,,,,,,,Borrador,
tu-primer-prompt-visual,PANTALLA,5,hype,Ya tienes la receta del prompt visual. ¡Hora de practicar!,You've got the recipe for a visual prompt. Time to practice!,,,,,,,,,,,,,,,,,,,Borrador,
tu-primer-prompt-visual,EJERCICIO,1,opcion-multiple,"En un prompt visual, 'luz de atardecer y tonos naranjas' corresponde a…","In a visual prompt, 'sunset light and orange tones' is the…",,,El sujeto,Subject,La luz y el color,Light and color,El formato,Format,El encuadre,Framing,,,,,2,Habla de cómo se ilumina la escena.,It's about how the scene is lit.,,Borrador,
tu-primer-prompt-visual,EJERCICIO,2,verdadero-falso,Para mejorar una imagen conviene cambiar muchas cosas a la vez.,"To improve an image, it's best to change lots of things at once.",,,,,,,,,,,,,,,falso,"Si cambias todo, no sabes qué funcionó.","If you change everything, you won't know what worked.",,Borrador,
tu-primer-prompt-visual,EJERCICIO,3,completar-frase,'Primer plano' y 'vista desde arriba' describen el,'Close-up' and 'top-down view' describe the,de la imagen.,of the image.,encuadre,framing,sujeto,subject,precio,price,,,,,,,1,Es desde dónde mira la cámara.,It's where the camera looks from.,,Borrador,
tu-primer-prompt-visual,EJERCICIO,4,ordenar-pasos,Ordena cómo mejorar una imagen paso a paso:,Put in order how to improve an image step by step:,,,Escribe el prompt con sus piezas,Write the prompt with its pieces,Genera la imagen,Generate the image,Mira qué no te gusta,Spot what you don't like,Cambia una sola cosa,Change just one thing,Vuelve a generar,Generate again,,,,"Para saber qué cambiar, primero tienes que mirar el resultado.","To know what to change, you first have to look at the result.",,Borrador,
tu-primer-prompt-visual,EJERCICIO,5,escribir-prompt,"Escribe un prompt visual con las cinco piezas: sujeto, estilo, encuadre, luz y color, y formato.","Write a visual prompt with all five pieces: subject, style, framing, light and color, and format.",,,,,,,,,,,,,,,,Revisa la tabla y marca cada pieza.,Check the table and tick off each piece.,,Borrador,
tu-primer-prompt-visual,TAREA,,,Crea una imagen para tu foto de perfil o para felicitar a alguien. Haz tres versiones cambiando una sola cosa cada vez y quédate con la mejor.,"Create an image for your profile picture or to congratulate someone. Make three versions, changing just one thing each time, and keep the best.",,,,,,,,,,,,,,,,,,,Borrador,
video-con-ia,LECCION,,,Video con IA,Video with AI,Qué se puede hacer hoy.,What's possible today.,,,,,,,,,,,,,,,,180,Borrador,"Mundo Prisma. Escrita por Claude, datos a septiembre de 2026."
video-con-ia,PLAN,,,Saber qué se puede hacer hoy con video generado por IA.,,"Texto a video e imagen a video · Clips cortos de pocos segundos · Herramientas como Sora, Veo, Runway o Kling · Límites: mantener al mismo personaje, las manos, la duración",,,,,,,,,,,,,,,,,,,Verdadero/falso sobre qué es posible hoy.
video-con-ia,PANTALLA,1,boot,"Si las imágenes con IA ya sorprenden, imagínate el video. Hoy vemos qué se puede hacer de verdad, sin promesas exageradas.","If AI images are impressive, imagine video. Today we look at what's actually possible, without the hype.",,,,,,,,,,,,,,,,,,,Borrador,
video-con-ia,PANTALLA,2,leyendo,Hay cuatro formas principales de crear video con IA:,There are four main ways to create video with AI:,,,,,,,,,,,,,,,,,,,Borrador,
video-con-ia,GRAFICO_TABLA,2,,,,,,Tipo,Type,Qué hace,What it does,,,,,,,,,,,,,Borrador,
video-con-ia,FILA,2,,,,,,Texto a video,Text to video,Describes la escena y genera un clip,You describe the scene and it makes a clip,,,,,,,,,,,,,Borrador,
video-con-ia,FILA,2,,,,,,Imagen a video,Image to video,Le da movimiento a una imagen,Brings an image to life,,,,,,,,,,,,,Borrador,
video-con-ia,FILA,2,,,,,,Video a video,Video to video,Cambia el estilo de un video que ya tienes,Changes the style of a video you have,,,,,,,,,,,,,Borrador,
video-con-ia,FILA,2,,,,,,Avatar que habla,Talking avatar,Una persona digital lee tu guion,A digital person reads your script,,,,,,,,,,,,,Borrador,
video-con-ia,PANTALLA,3,info,"Herramientas conocidas hoy: Veo, de Google; Runway; y Kling, de la empresa china Kuaishou. Este mundo cambia rápido: en marzo de 2026 OpenAI cerró Sora, su app de videos con IA. Revisa siempre qué está vigente.","Well-known tools today: Veo, from Google; Runway; and Kling, from Chinese company Kuaishou. This space moves fast: in March 2026 OpenAI shut down Sora, its AI video app. Always check what's still around.",,,,,,,,,,,,,,,,,,,Borrador,Pantalla viva: revisar cada semana con el Radar IA.
video-con-ia,PANTALLA,4,online,"Lo normal es generar clips cortos de pocos segundos y unirlos en un editor. Los límites de hoy: mantener al mismo personaje igual entre clips, las manos, los textos y algunos movimientos raros.","The usual approach is to generate short clips of a few seconds and join them in an editor. Today's limits: keeping the same character consistent across clips, hands, lettering and some odd movements.",,,,,,,,,,,,,,,,,,,Borrador,
video-con-ia,PANTALLA,5,error,"Un deepfake es un video falso que imita la cara o la voz de una persona real. Regla que no se negocia: nunca lo hagas sin su permiso. Puede causar mucho daño, y en muchos países ciertos usos son delito. ¡Ahora a practicar!","A deepfake is a fake video that imitates a real person's face or voice. Non-negotiable rule: never make one without their permission. It can do a lot of harm, and in many countries some uses are a crime. Now let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
video-con-ia,EJERCICIO,1,opcion-multiple,Tienes una foto de tu mascota y quieres que mueva la cola. ¿Qué tipo de video con IA usas?,You have a photo of your pet and want it to wag its tail. Which type of AI video do you use?,,,Texto a video,Text to video,Imagen a video,Image to video,Avatar que habla,Talking avatar,Video a video,Video to video,,,,,2,Ya tienes la imagen: solo falta el movimiento.,You already have the image: it just needs movement.,,Borrador,
video-con-ia,EJERCICIO,2,verdadero-falso,Hoy lo normal es generar clips cortos y unirlos después en un editor.,Today the usual approach is to generate short clips and join them later in an editor.,,,,,,,,,,,,,,,verdadero,Los clips duran pocos segundos.,Clips last a few seconds.,,Borrador,
video-con-ia,EJERCICIO,3,completar-frase,Un video falso que imita la cara o la voz de una persona real es un,A fake video that imitates a real person's face or voice is a,.,.,deepfake,deepfake,tutorial,tutorial,podcast,podcast,,,,,,,1,Es la palabra de la última pantalla.,It's the word from the last screen.,,Borrador,
video-con-ia,EJERCICIO,4,ordenar-pasos,Ordena cómo crear un clip a partir de una imagen:,Put in order how to make a clip from an image:,,,Elige o genera la imagen,Pick or generate the image,Describe el movimiento que quieres,Describe the movement you want,Genera el clip,Generate the clip,Revisa si hay errores,Check for mistakes,Úsalo en tu edición,Use it in your edit,,,,Sin imagen no hay nada que animar.,Without an image there's nothing to animate.,,Borrador,
video-con-ia,EJERCICIO,5,escribir-prompt,Escribe un prompt para un clip de 5 segundos: qué pasa en la escena y cómo se mueve la cámara.,Write a prompt for a 5-second clip: what happens in the scene and how the camera moves.,,,,,,,,,,,,,,,,Ejemplo de movimiento: la cámara se acerca lentamente.,Example movement: the camera slowly moves in.,,Borrador,
video-con-ia,TAREA,,,"Anima una imagen tuya (un paisaje, un dibujo o una foto sin personas) con una herramienta gratuita de imagen a video. Anota qué salió bien y qué salió raro.","Animate one of your images (a landscape, a drawing or a photo without people) with a free image-to-video tool. Note what worked and what came out weird.",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,LECCION,,,Estructura de un video completo (1 minuto),Structure of a full video (1 minute),Cómo organizar todas las tomas y prompts de un video corto de principio a fin (con plantilla descargable).,How to organize every shot and prompt of a short video from start to finish (with a downloadable template).,,,,,,,,,,,,,,,,210,Borrador,"Mundo Prisma. Escrita por Claude, datos a septiembre de 2026."
estructura-de-video-completo,PLAN,,,Organizar un video corto de 1 minuto de principio a fin.,,Guion → escenas → por cada toma: prompt de imagen y prompt de video → voz y música → edición · Una hoja para llevar todas las tomas en orden,,,,,,,,,,,,,,,,,,,Incluye plantilla descargable. Ordenar las etapas de producción.
estructura-de-video-completo,PANTALLA,1,boot,Un video de un minuto con IA no sale de un solo prompt: sale de un plan. Hoy te doy el mapa que usan los creadores para no perderse entre tantas tomas.,A one-minute AI video doesn't come from a single prompt: it comes from a plan. Today I'll give you the map creators use so they don't get lost among all the shots.,,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,PANTALLA,2,loading,"Estas son las etapas, de la idea al video terminado:","These are the stages, from idea to finished video:",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,GRAFICO_FLUJO,2,,,,,,Idea y guion,Idea and script,Grabar o generar la voz,Record or generate the voice,Dividir en escenas con su duración,Split into timed scenes,Prompts de imagen,Image prompts,Prompts de video,Video prompts,Música y edición final,Music and final edit,,,,,Borrador,
estructura-de-video-completo,PANTALLA,3,leyendo,"El guion manda: un minuto narrado son unas 130 a 150 palabras. Empieza con una pregunta o un dato curioso, porque los primeros 3 segundos deciden si la gente se queda. Graba la voz temprano: su ritmo marca cuánto dura cada escena.","The script is the boss: one minute of narration is about 130 to 150 words. Open with a question or a surprising fact, because the first 3 seconds decide whether people stay. Record the voice early: its pace sets how long each scene lasts.",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,PANTALLA,4,info,"Lleva todas las tomas en una hoja de cálculo, una fila por escena, con estas columnas:","Keep every shot in a spreadsheet, one row per scene, with these columns:",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,GRAFICO_TABLA,4,,,,,,Columna,Column,Qué va,What goes in it,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,FILA,4,,,,,,Escena,Scene,"Número y duración, por ejemplo 5 s","Number and length, e.g. 5 s",,,,,,,,,,,,,Borrador,
estructura-de-video-completo,FILA,4,,,,,,Texto narrado,Narration,Lo que dice la voz,What the voice says,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,FILA,4,,,,,,Prompt de imagen,Image prompt,Cómo se ve la escena,What the scene looks like,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,FILA,4,,,,,,Prompt de video,Video prompt,Qué se mueve y cómo va la cámara,What moves and how the camera goes,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,FILA,4,,,,,,Audio,Audio,Música o efectos,Music or sound effects,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,PANTALLA,5,online,"El secreto de un video profesional es la consistencia. Describe a tu personaje siempre con las mismas palabras, y si la herramienta lo permite, usa la misma imagen de referencia en todas las escenas.","The secret of a professional-looking video is consistency. Describe your character with the exact same words every time and, if the tool allows it, use the same reference image in every scene.",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,PANTALLA,6,hype,"Guion, voz, escenas, prompts y edición. Con tu hoja organizada, un video de un minuto deja de ser un caos. ¡A practicar!","Script, voice, scenes, prompts and editing. With your sheet organized, a one-minute video stops being chaos. Let's practice!",,,,,,,,,,,,,,,,,,,Borrador,
estructura-de-video-completo,EJERCICIO,1,opcion-multiple,¿Qué va primero al hacer un video corto con IA?,What comes first when making a short AI video?,,,La música,The music,La idea y el guion,The idea and the script,La edición final,The final edit,Los prompts de video,The video prompts,,,,,2,El guion manda.,The script is the boss.,,Borrador,
estructura-de-video-completo,EJERCICIO,2,verdadero-falso,"En un video corto, los primeros segundos deben enganchar a quien lo ve.","In a short video, the first seconds need to hook the viewer.",,,,,,,,,,,,,,,verdadero,Los primeros 3 segundos deciden si la gente se queda.,The first 3 seconds decide whether people stay.,,Borrador,
estructura-de-video-completo,EJERCICIO,3,completar-frase,"Para que un personaje se vea igual en todas las escenas, descríbelo siempre con las mismas","To keep a character looking the same in every scene, always describe it with the same",.,.,palabras,words,canciones,songs,fechas,dates,,,,,,,1,Es el secreto de la consistencia.,It's the secret of consistency.,,Borrador,
estructura-de-video-completo,EJERCICIO,4,ordenar-pasos,Ordena las etapas de un video de un minuto:,Put the stages of a one-minute video in order:,,,Idea y guion,Idea and script,Grabar o generar la voz,Record or generate the voice,Dividir en escenas con su duración,Split into timed scenes,Prompts de imagen,Image prompts,Prompts de video,Video prompts,Música y edición final,Music and final edit,,"La voz marca el tiempo de las escenas, y la imagen va antes de animarla.","The voice sets scene timing, and the image comes before animating it.",,Borrador,
estructura-de-video-completo,EJERCICIO,5,escribir-prompt,"Escribe un prompt pidiéndole a una IA que divida tu guion de un minuto en escenas, en una tabla con las columnas de esta lección.","Write a prompt asking an AI to split your one-minute script into scenes, in a table with this lesson's columns.",,,,,,,,,,,,,,,,"Nombra las columnas: escena, texto narrado, prompt de imagen, prompt de video y audio.","Name the columns: scene, narration, image prompt, video prompt and audio.",,Borrador,
estructura-de-video-completo,TAREA,,,Arma tu hoja de producción para un video de un minuto sobre algo que te apasione. Llena al menos las tres primeras escenas con sus prompts.,Build your production sheet for a one-minute video about something you love. Fill in at least the first three scenes with their prompts.,,,,,,,,,,,,,,,,,,,Borrador,
